V1,V2
LA0419,豚骨湯塊
LA0420,排骨湯塊
LA0421,泰式酸辣湯塊
LA0422,酸辣湯塊
LA0423,鮮美鍋汁
LA0424,蛤蜊湯塊
LA0425,烹大師
LA0426,大阪燒料理包
LA0427,天廚麻婆調理包
LA0428,葵果泰式打拋調理包
LA0429,立康養生固骨寶膠塊
LA0430,北海道白醬湯塊
LA0431,蔬菜湯塊
LA0432,樂活玫萃麗包
LA0433,紫菜湯包
LA0434,醬料包
LA0435,醃料包
LA0436,麻婆醬調理包
LA0437,明太子調理包
LA0438,燻肉
LA0439,燒肉
LA0440,牛豬混碎肉
LA0441,豬牛混和肉餅
LA0442,果泥清蒸蟹
LA0443,醬爆蟹
LA0444,烤肉片
LA0445,臘味
LA0446,鹽漬紅鮭
LA0447,時鮭切片
LA0448,鹽漬銀鮭
LA0449,麒麟七星斑
LA0450,薄燒魚
LA0451,黃金燴鱈寶
LA0452,炸大蝦
LA0453,雲海金龍
LA0454,福州丸
LA0455,素丸子
LA0456,腸旺
LA0457,醃紅梅肉
LA0458,瘦肉丁
LA0459,肉塊
LA0460,五花燒肉
LA0461,三絲丸
LA0462,回鍋肉片
LA0463,海鮮
LA0464,醉雞腿
LA0465,肉排
LA0466,肚片
LA0467,炸魚
LA0468,豬皮凍
LA0469,燉肉丸子
LA0470,肉羹
LA0471,滷肉
LA0472,雞卷
LA0473,獅子頭
LA0474,燉肉丸子
LA0475,台畜歐式冷蹄
LA0476,醃肉
LA0477,薄片肉
LA0478,紅燒肉
LA0479,叉燒肉
LA0480,熟肉絲
LA0481,照燒豬肉
LA0482,鹹豬肉
LA0483,滷元蹄
LA0484,米血
LA0485,鮮豬凍
LA0486,豬骨湯
LA0487,梅干扣肉
LA0488,粉蒸肉粉
LA0489,排骨飯
LA0490,糖醋排骨
LA0491,酸辣腰花
LA0492,燉排骨
LA0493,五香肉丁
LA0494,控肉
LA0495,紅燒扣肉
LA0496,回鍋肉片
LA0497,滷牛腱
LA0498,嫩煎菲力
LA0499,牛尾湯
LA0500,牛肉湯
LA0501,燉牛肉
LA0502,烤牛肉片
LA0503,醬牛肉
LA0504,滷牛筋
LA0505,燉牛肉
LA0506,雞肉鬆
LA0507,炸雞
LA0508,雞排
LA0509,封仔雞
LA0510,香草雞
LA0511,油雞
LA0512,港式油雞
LA0513,白斬雞
LA0514,燒雞
LA0515,燻雞
LA0516,燻雞片
LA0517,醉雞胸
LA0518,雞米花
LA0519,雞塊
LA0520,蒜味鹹酥雞
LA0521,雞酒
LA0522,炸雞
LA0523,炸雞腿
LA0524,烤雞
LA0525,雞湯罐頭
LA0526,燒酒雞藥包
LA0527,咖哩雞醬料包
LA0528,清燉雞湯
LA0529,熟烤雞胸
LA0530,烤雞腿
LA0531,仙草雞
LA0532,卡啦辣雞
LA0533,雪花雞米
LA0534,咖哩雞丁
LA0535,花雕醉雞
LA0536,花雕醉雞汁
LA0537,三夾雞
LA0538,雞肉飯
LA0539,炸雞翅
LA0540,醬油雞
LA0541,滷雞珍
LA0542,羊肉爐
LA0543,羊肉羹
LA0544,當歸羊肉藥包
LA0545,羊肉鍋湯
LA0546,肥膘
LA0547,沙拉米
LA0548,腸衣
LA0549,鵝肝醬
LA0550,鴨賞
LA0552,當歸鴨肉
LA0553,鹽水鴨胸肉
LA0554,廣式臘鴨腿
LA0555,臘鴨脾
LA0556,烤鴨片
LA0557,鴨肉湯頭
LA0558,燻鴨肉
LA0559,燒鴨
LA0560,北平烤鴨
LA0561,廣式烤鴨
LA0562,果汁
LA0563,蔬果汁
LA0564,香蘭汁
LA0565,荔枝汁
LA0566,檸檬汁
LA0567,高山茶
LA0568,傳統英國茶
LA0569,檸檬茶
LA0570,桑葚汁
LA0571,萊姆汁
LA0572,柳橙汁
LA0573,橘子汁
LA0574,楊桃汁
LA0575,櫻桃汁
LA0576,蜜桃汁
LA0577,蘋果汁
LA0578,百香果汁
LA0579,芒果汁
LA0580,鳳梨汁
LA0581,蕃茄汁
LA0582,西瓜汁
LA0583,椰子汁
LA0584,葡萄汁
LA0585,葡萄柚汁
LA0586,甘蔗汁
LA0587,梅子汁
LA0588,烏梅汁
LA0589,蘇梅汁
LA0590,蔬菜汁
LA0591,金桔汁
LA0592,黑瓜汁
LA0593,香瓜汁
LA0594,脆瓜汁
LA0595,番茄汁
LA0596,胡蘿蔔汁
LA0597,芭樂汁
LA0598,蘆筍汁
LA0599,蘆薈汁
LA0600,石榴汁
LA0601,西檸汁
LA0602,牧草汁
LA0603,小黃瓜汁
LA0605,香柚汁
LA0606,龍眼汁
LA0607,松茸汁
LA0608,酸梅湯
LA0609,茶汁
LA0610,玫瑰紅茶汁
LA0611,雪菜汁
LA0612,波菜汁
LA0613,杏桃汁
LA0614,鳳柳汁
LA0615,酸甜汁
LA0616,小麥草汁
LA0617,蜜柑原汁
LA0618,南非國寶茶
LA0619,桂花露
LA0620,可爾必思
LA0621,抹茶
LA0622,茉莉花茶
LA0623,熱帶風情茶
LA0624,七葉膽
LA0625,養樂多
LA0626,杏仁露
LA0627,茶葉
LA0628,綠茶
LA0629,紅茶
LA0634,水果茶
LA0635,花果茶酒汁
LA0636,柚子茶
LA0637,冬瓜茶
LA0638,烏龍茶
LA0639,普洱茶
LA0640,香蘋茶
LA0641,麥茶
LA0642,杏仁茶
LA0643,瓜片茶
LA0644,青草茶
LA0645,果粒茶
LA0646,東方美人茶
LA0647,大吉嶺茶
LA0648,洛神茶
LA0649,仙楂洛神
LA0650,黑糖塊
LA0651,金萱
LA0652,金萱
LA0653,茶包
LA0654,洋甘菊茶包
LA0655,金線蓮茶包
LA0656,咖啡
LA0657,美祿
LA0658,冷泡茶
LA0659,羅布麻茶包
LA0660,日本茶
LA0661,八寶粥
LA0662,汽水
LA0663,綠豆沙
LA0664,濃縮乳酸飲料
LA0665,液熊油
LA0666,奶昔
LA0667,桂花釀茶包
LA0668,摩卡冰砂粉
LA0669,接骨木花汁
LA0670,純喫茶
LA0671,香酸汁
LA0672,蜜漬汁
LA0673,玫瑰花茶
LA0674,蜜豆奶
LA0675,能量飲料
LA0676,芋汁
LA0677,蔘茶包
LA0678,巴蘭葉汁
LA0679,甜菜汁
LA0680,桂花烏龍茶湯
LA0681,丸久小山園抹茶
LA0682,菊花茶包
LA0683,大紅袍
LA0684,人篸茶包
LA0685,玫瑰花茶粉
LA0686,四果莓茶包
LA0687,熱帶風情茶包
LA0688,7-11茶攤手搖風
LA0689,蒜水
LA0690,蜂蜜水
LA0691,印度香料茶
LA0692,乳酸菌粉
LA0693,班蘭汁
LA0694,蔬果粉
LA0695,咸豐草
LA0696,花果香料
LA0697,蜜桃茶包
LA0698,青蛙下蛋
LA0699,五榖粒
LA0700,抹茶餡
LA0701,雞尾酒餡
LA0702,肉餡
LA0703,月餅餡
LA0704,餃子餡
LA0705,燻雞餡
LA0706,奶黃餡
LA0707,桃山奶黃餡
LA0708,麻蓉餡
LA0709,蔬菜泥
LA0710,薯泥
LA0711,芋泥
LA0712,梅泥
LA0713,青南瓜泥
LA0714,紅豆餡
LA0715,黑罌粒果泥
LA0716,紅罌栗泥
LA0717,蘋果派餡
LA0718,鹽滷石膏
LA0719,石膏粉
LA0720,果粒
LA0721,食用鹼
LA0722,硝鹽
LA0723,金粉
LA0724,銀粉
LA0725,鋁粉
LA0726,黃色著色劑
LA0727,粉紅色著色劑
LA0728,綠色色膏
LA0729,黃色色膏
LA0730,咖啡色色膏
LA0731,珍菇精
LA0732,針菇罐頭
LA0733,罐頭蘋果
LA0734,香精
LA0735,色素
LA0736,紅色色素
LA0737,黃色色素
LA0738,橘色食用色素
LA0739,紫色色素
LA0740,綠色色素
LA0741,黑色色素
LA0742,琵琶膏
LA0743,乾果
LA0744,咖啡豆
LA0745,肺炎草
LA0746,蔬菜粉
LA0747,豆子
LA0748,芭蕉葉
LA0749,黑莓
LA0750,菜乾
LA0751,麥門冬
LA0752,海燕窩
LA0753,綠豆粉
LA0754,橙花水
LA0755,竹碳粉
LA0756,葉綠素
LA0757,芡汁
LA0758,蕨粉
LA0759,青葙
LA0760,花茶包
LA0761,素百頁
LA0762,素蛋黃
LA0763,茉莉茶梗
LA0764,檸檬酸
LA0765,果泥
LA0766,甘納許
LA0767,茉莉
LA0768,碳酸氫銨
LA0769,碳酸氫鈉
LA0770,蔬菜
LA0771,花瓣
LA0772,葉子
LA0773,蝶荳藍花
LA0774,硫酸鋁納
LA0775,諾鈣 C
LA0776,燕窩
LA0777,高麗蔘精
LA0778,開味小菜
LA0779,水晶粉
LA0780,葡萄糖粉
LA0781,蛋黃素
LA0782,大豆卵磷脂
LA0783,鳳梨膏
LA0784,北耆
LA0785,龍吐珠
LA0786,雪茄
LA0787,酒藥
LA0788,南瓜皮
LA0789,苦精
LA0790,蛋殼
LA0791,能量粉
LA0792,小麥草濃縮膠囊
LA0793,含片
LA0794,Sahnesteif
LA0795,桃膠
LA0796,食用級竹炭粉
LA0797,碳酸氫氨
LA0798,木炭
LA0799,樟木屑
LA0800,灣葉
LA0801,海浮石
LA0802,醃漬破朴子
LA0804,槓香藤
LA0805,左手香
LA0806,桑葉
LA0807,椰殼
LA0808,卵磷脂
LA0809,榆耳
LA0810,雜糧
LA0811,眝麻根
LA0812,酵種
LA0813,香筍
LA0814,涼筍
LA0815,湯筍
LA0816,新北市健康三寶
LA0817,雞蛋殼
LA0818,糙米麩
LA0819,預拌粉
LA0820,椰絲
